"wave","EIrrad"
522,2.07283026094921
523,1.8279717031353
524,1.96947458376901
525,2.06231128555269
526,2.05378272661353
527,1.70752779434797
528,2.03002989413906
529,1.78801350327747
530,1.56009309095355
531,1.94087266933019
532,2.01980484998346
533,1.06945727433034
534,1.95124548986867
535,1.6168921627402
536,2.04797974236025
537,1.93098767566542
538,1.9902397433996
539,1.92375316864784
540,1.73612692249189
541,1.98749574457346
542,1.97308797793922
543,1.99441347737057
544,2.00359796416338
545,1.92717308356656
546,2.00006686119428
547,1.97488545382249
548,1.74733841926799
549,1.96114231678292
550,1.96662981653871
551,1.83316751866326
552,1.95053061109809
553,1.00181829565884
554,1.8064848276551
555,1.93976753995861
556,1.98466379717501
557,1.95256259239113
558,1.88911799251481
559,1.86280489133721
560,1.06900641136581
561,1.93656783269455
562,1.79528231378357
563,1.84972647501674
564,1.64722833293048
565,1.88929605920697
566,1.45362568406031
567,1.92493862874615
568,1.94442428893978
569,1.47001958055002
570,1.60937747522392
571,1.50301928559627
572,1.93520803705826
573,1.91010696005519
574,1.8535122673702
575,1.80407033479445
576,1.90068184108027
577,1.89995321029308
578,1.78068474790298
579,1.85055691646219
580,1.79710904464118
581,1.88540246840313
582,1.8901322981483
583,1.89331937945058
584,1.79032624381519
585,1.85722027671739
586,1.83884604459097
587,1.85696566398209
588,1.88487329718461
589,1.78633403678893
590,1.78471219727549
591,1.84998169108644
592,1.76819048367763
593,1.84746065820549
594,1.83941677042821
595,1.65285816238092
596,1.7274180447434
597,1.8048191042678
598,1.73356181051264
599,1.773726115548
600,1.81386755120918
601,1.66448466823978
602,1.7520832840918
603,1.77496096524347
604,1.79038392188109
605,1.77954733990866
606,1.77138351899929
607,1.7753479877448
608,1.50528250221678
609,1.77689619796167
610,1.72768341638803
611,1.57135336547284
612,1.78113085575561
613,1.74360606255811
614,1.78056052095032
615,1.75830418276291
616,1.79205413375854
617,1.80388405832303
618,1.76260936229553
619,1.74281120856672
620,1.77001675400855
621,1.74097469891624
622,1.74254391916483
623,1.74377029062364
624,1.63094950862158
625,1.74
626,1.58002952463033
627,1.73018293997304
628,1.72573915836552
629,1.73045334097579
630,1.61823327069953
631,1.72129829224206
632,1.4283379793059
633,1.69803920081433
634,1.69335052906549
635,1.70000794533593
636,1.58987126614989
637,1.68808031994624
638,1.54998572450082
639,1.67371100825587
640,1.68
641,1.34786837543008
642,1.65299568926238
643,1.65996892990212
644,1.65644123089323
645,1.66211241029579
646,1.66877589301443
647,1.66238176938696
648,1.64879429656022
649,1.63593309442707
650,1.6608887274014
651,1.62938086208595
652,1.4663216521343
653,1.62664536421743
654,1.6024521618832
655,1.5720632154375
656,1.43823184797538
657,1.49133385738878
658,1.57509104258543
659,1.57770257006036
660,1.58037010385783
661,1.55406142863985
662,1.58057395455466
663,1.58209523260505
664,1.57171033333135
665,1.55745516748509
666,1.57990279463894
667,1.55153104051227
668,1.25371428129973
669,1.56268371287572
670,1.55242831881382
671,1.53917130160783
672,1.53374694180513
673,1.53088672009028
674,1.43591200488815
675,1.49461211073491
676,1.50965313034112
677,1.47950456863795
678,1.50215171734091
679,1.49940538791606
680,1.47786295275899
681,1.48372420693059
682,1.47908332782381
683,1.46075058243339
684,1.46504265672219
685,1.45752710883982
686,1.3324299903695
687,1.48999095785828
688,1.47844163715897
689,1.45704583293417
690,1.45331421754055
691,1.472652952606
692,1.45873883409904
693,1.46011560521078
694,1.45211057394376
695,1.44678497359179
696,1.44726995871008
697,1.44988095639944
698,1.35293355166336
699,1.42379465810032
700,1.41486298677953
701,1.35952754426703
702,1.40834746079029
703,1.39492546621598
704,1.33092637243003
705,1.42016002931516
706,1.39569555798615
707,1.32315174154431
708,1.38178818291448
709,1.35950692298388
710,1.4045653852551
711,1.4130796825552
712,1.34927899699609
713,1.36040305052823
714,1.39767080041028
715,1.03032644761771
716,1.36957471308047
717,1.15984423359961
718,1.28152778700838
719,1.29027327234519
720,1.21748222548853
721,1.36822070167762
722,1.3072660375377
723,1.28557179498328
724,1.34182507454624
725,1.35864986903735
726,1.18617680400095
727,1.34319996476971
728,1.15631124190953
729,1.21035877120943
730,1.32282387096849
731,1.15745388778471
732,1.25224090994506
733,1.3243777584323
734,1.34018058068093
735,1.30830647834677
736,1.2906583676853
737,1.3081365115672
738,1.30154246042108
739,1.16497396311877
740,1.32189137939193
741,1.31082625739938
742,1.32561699253719
743,1.31086288638178
744,1.30074962006757
745,1.28063752136223
746,1.31145245779037
747,1.3089868708383
748,1.29042728016978
749,1.30037224375818
750,1.30453735229558
751,1.3064738299449
752,1.28900021794823
753,1.28117600503647
754,1.27908093860116
755,1.22973616996023
756,1.25717210297596
757,1.27880881682241
758,1.27732602472951
759,1.23761530421189
760,1.26053799526176
761,1.26028526485581
762,1.19801455337986
763,1.24979119349809
764,1.25000155915001
765,1.25005103292219
766,1.1168647346647
