"wavelength","Refrac_leafm","SC_chl","SC_car","SC_Anth","SC_Brwon","SC_Cw","SC_Cm","direct_light","diffuse_light","dry_soil","wet_soil"
674,1.4462,0.0705,0,0.000507,0.159,0.00417,2.3,1.38,1.31,0.323,0.0394
675,1.4462,0.071,0,0.000447,0.157,0.0042,2.3,1.38,1.31,0.324,0.0394
676,1.4461,0.0714,0,0.00039,0.156,0.00422,2.3,1.38,1.3,0.324,0.0398
677,1.446,0.0714,0,0.000337,0.155,0.00425,2.3,1.38,1.3,0.325,0.0402
678,1.446,0.0711,0,0.000288,0.153,0.00427,2.3,1.38,1.3,0.326,0.0405
679,1.4459,0.0702,0,0.000243,0.152,0.00429,2.3,1.38,1.29,0.326,0.0409
680,1.4458,0.0689,0,0.000201,0.15,0.00432,2.3,1.38,1.29,0.327,0.0412
681,1.4457,0.0666,0,0.000163,0.149,0.00435,2.3,1.38,1.28,0.328,0.0413
682,1.4457,0.0639,0,0.000129,0.148,0.00438,2.3,1.37,1.27,0.328,0.0414
683,1.4456,0.0605,0,9.93e-05,0.146,0.00442,2.3,1.36,1.26,0.329,0.0415
684,1.4456,0.0569,0,7.31e-05,0.145,0.00446,2.3,1.36,1.25,0.329,0.0415
685,1.4455,0.0527,0,5.09e-05,0.144,0.0045,2.3,1.35,1.24,0.33,0.0416
686,1.4454,0.0487,0,3.26e-05,0.142,0.00455,2.3,1.34,1.23,0.33,0.0417
687,1.4453,0.0447,0,1.84e-05,0.141,0.00459,2.3,1.34,1.23,0.331,0.0417
688,1.4453,0.0409,0,8.2e-06,0.14,0.00465,2.3,1.33,1.22,0.331,0.0418
689,1.4452,0.0371,0,2.06e-06,0.138,0.0047,2.3,1.32,1.21,0.332,0.0419
690,1.4451,0.0337,0,0,0.137,0.00476,2.3,1.32,1.2,0.332,0.042
691,1.445,0.0305,0,0,0.136,0.00483,2.3,1.31,1.19,0.333,0.042
692,1.445,0.0275,0,0,0.135,0.0049,2.3,1.3,1.18,0.333,0.0419
693,1.4449,0.0248,0,0,0.133,0.00499,2.3,1.3,1.17,0.333,0.0419
694,1.4449,0.0223,0,0,0.132,0.00507,2.3,1.29,1.16,0.334,0.0419
695,1.4448,0.0201,0,0,0.131,0.00515,2.3,1.29,1.15,0.334,0.0419
696,1.4447,0.0182,0,0,0.13,0.00524,2.3,1.28,1.14,0.334,0.0419
697,1.4446,0.0164,0,0,0.128,0.00535,2.3,1.27,1.13,0.335,0.0419
698,1.4446,0.0149,0,0,0.127,0.00547,2.3,1.27,1.12,0.335,0.0419
699,1.4445,0.0135,0,0,0.126,0.00559,2.3,1.26,1.11,0.335,0.0419
700,1.4444,0.0122,0,0,0.125,0.00572,2.3,1.25,1.1,0.336,0.0419
701,1.4443,0.0112,0,0,0.123,0.00586,2.3,1.24,1.09,0.336,0.0421
702,1.4442,0.0102,0,0,0.122,0.006,2.3,1.22,1.07,0.337,0.0424
703,1.4441,0.00934,0,0,0.121,0.00615,2.3,1.2,1.05,0.337,0.0426
704,1.444,0.00859,0,0,0.12,0.0063,2.3,1.18,1.03,0.338,0.0428
705,1.4439,0.00792,0,0,0.119,0.00646,2.3,1.17,1.01,0.339,0.043
706,1.4438,0.00731,0,0,0.118,0.00663,2.3,1.15,0.997,0.339,0.0433
707,1.4437,0.00677,0,0,0.117,0.0068,2.3,1.13,0.979,0.34,0.0436
708,1.4435,0.00628,0,0,0.116,0.00699,2.3,1.12,0.961,0.341,0.0439
709,1.4434,0.00583,0,0,0.114,0.0072,2.3,1.1,0.943,0.341,0.0443
710,1.4433,0.00542,0,0,0.113,0.00742,2.3,1.08,0.926,0.342,0.0446
711,1.4431,0.00504,0,0,0.112,0.00765,2.3,1.06,0.908,0.342,0.0446
712,1.443,0.0047,0,0,0.111,0.00789,2.3,1.05,0.89,0.343,0.0447
713,1.4428,0.00437,0,0,0.11,0.00816,2.3,1.03,0.872,0.343,0.0447
714,1.4427,0.00407,0,0,0.109,0.00845,2.3,1.01,0.855,0.344,0.0448
715,1.4425,0.00379,0,0,0.108,0.00876,2.3,0.995,0.837,0.344,0.0448
716,1.4423,0.00353,0,0,0.107,0.00911,2.3,0.978,0.819,0.345,0.045
717,1.4422,0.00329,0,0,0.106,0.00948,2.3,0.961,0.801,0.345,0.0451
718,1.442,0.00306,0,0,0.105,0.00987,2.3,0.943,0.784,0.346,0.0452
719,1.4419,0.00284,0,0,0.104,0.0103,2.3,0.926,0.766,0.346,0.0454
720,1.4417,0.00264,0,0,0.102,0.0107,2.3,0.909,0.748,0.347,0.0455
721,1.4415,0.00246,0,0,0.101,0.0112,2.3,0.925,0.758,0.348,0.0457
722,1.4413,0.00228,0,0,0.1,0.0117,2.3,0.941,0.768,0.348,0.0458
723,1.4411,0.00212,0,0,0.0993,0.0122,2.3,0.956,0.778,0.349,0.046
724,1.4409,0.00196,0,0,0.0983,0.0127,2.3,0.972,0.787,0.35,0.0461
725,1.4407,0.00182,0,0,0.0973,0.0132,2.3,0.988,0.797,0.35,0.0462
726,1.4405,0.00169,0,0,0.0963,0.0137,2.3,1,0.807,0.351,0.0465
727,1.4403,0.00156,0,0,0.0952,0.0143,2.3,1.02,0.817,0.352,0.0468
728,1.4402,0.00145,0,0,0.0942,0.0149,2.3,1.04,0.827,0.353,0.0471
729,1.44,0.00134,0,0,0.0932,0.0155,2.3,1.05,0.837,0.354,0.0474
730,1.4398,0.00124,0,0,0.0922,0.0162,2.3,1.07,0.847,0.355,0.0477
731,1.4396,0.00115,0,0,0.0912,0.017,2.3,1.08,0.856,0.355,0.0481
732,1.4394,0.00106,0,0,0.0902,0.0179,2.3,1.1,0.866,0.355,0.0484
733,1.4393,0.000978,0,0,0.0892,0.0189,2.3,1.11,0.876,0.356,0.0488
734,1.4391,0.000904,0,0,0.0883,0.0199,2.3,1.13,0.886,0.356,0.0491
735,1.4389,0.000836,0,0,0.0873,0.021,2.3,1.15,0.896,0.356,0.0495
736,1.4387,0.000773,0,0,0.0863,0.0221,2.3,1.16,0.906,0.357,0.0497
737,1.4385,0.000715,0,0,0.0853,0.0231,2.3,1.18,0.916,0.357,0.0499
738,1.4384,0.000662,0,0,0.0844,0.0239,2.3,1.19,0.925,0.358,0.0501
739,1.4382,0.000612,0,0,0.0834,0.0247,2.3,1.21,0.935,0.358,0.0504
740,1.438,0.000568,0,0,0.0824,0.0253,2.3,1.22,0.945,0.358,0.0506
741,1.4378,0.000527,0,0,0.0816,0.0258,2.3,1.18,0.911,0.359,0.0507
742,1.4377,0.00049,0,0,0.0807,0.0262,2.3,1.14,0.878,0.359,0.0509
743,1.4375,0.000456,0,0,0.0799,0.0265,2.3,1.1,0.844,0.36,0.0511
744,1.4374,0.000426,0,0,0.079,0.0267,2.3,1.05,0.81,0.36,0.0512
745,1.4372,0.000398,0,0,0.0782,0.0269,2.3,1.01,0.777,0.36,0.0514
746,1.4371,0.000373,0,0,0.0773,0.027,2.3,0.969,0.743,0.361,0.0516
747,1.437,0.000351,0,0,0.0765,0.0271,2.3,0.927,0.71,0.362,0.0518
748,1.4368,0.000331,0,0,0.0756,0.0272,2.3,0.884,0.676,0.362,0.052
749,1.4367,0.000314,0,0,0.0748,0.0273,2.3,0.842,0.642,0.363,0.0521
750,1.4366,0.000298,0,0,0.0739,0.0273,2.3,0.8,0.609,0.363,0.0523
751,1.4364,0.000283,0,0,0.0732,0.0274,2.3,0.757,0.575,0.364,0.0525
752,1.4363,0.000268,0,0,0.0725,0.0274,2.3,0.715,0.541,0.364,0.0527
753,1.4361,0.000253,0,0,0.0717,0.0275,2.3,0.672,0.508,0.365,0.0529
754,1.436,0.000238,0,0,0.071,0.0275,2.3,0.63,0.474,0.365,0.0531
755,1.4358,0.000223,0,0,0.0702,0.0275,2.3,0.587,0.44,0.366,0.0533
756,1.4357,0.000209,0,0,0.0695,0.0275,2.3,0.545,0.407,0.367,0.0536
757,1.4356,0.000194,0,0,0.0688,0.0276,2.3,0.502,0.373,0.367,0.0538
758,1.4354,0.00018,0,0,0.068,0.0276,2.3,0.46,0.339,0.368,0.054
759,1.4353,0.000166,0,0,0.0673,0.0277,2.3,0.418,0.306,0.369,0.0543
760,1.4352,0.000153,0,0,0.0665,0.0277,2.3,0.375,0.272,0.37,0.0545
761,1.4351,0.00014,0,0,0.0659,0.0277,2.3,0.419,0.302,0.37,0.0546
762,1.435,0.000127,0,0,0.0652,0.0277,2.3,0.462,0.331,0.371,0.0547
763,1.4349,0.000115,0,0,0.0645,0.0277,2.3,0.505,0.361,0.371,0.0548
764,1.4348,0.000103,0,0,0.0639,0.0277,2.3,0.549,0.39,0.372,0.0548
765,1.4347,9.18e-05,0,0,0.0632,0.0277,2.3,0.592,0.42,0.372,0.0549
766,1.4346,8.1e-05,0,0,0.0625,0.0277,2.3,0.636,0.449,0.372,0.0549
767,1.4345,7.07e-05,0,0,0.0618,0.0277,2.3,0.679,0.479,0.373,0.0549
768,1.4345,6.1e-05,0,0,0.0612,0.0276,2.3,0.723,0.508,0.373,0.0549
769,1.4344,5.19e-05,0,0,0.0605,0.0276,2.3,0.766,0.538,0.373,0.0549
770,1.4343,4.34e-05,0,0,0.0598,0.0275,2.3,0.81,0.567,0.373,0.0549
771,1.4343,3.55e-05,0,0,0.0591,0.0275,2.3,0.853,0.597,0.374,0.0549
772,1.4342,2.84e-05,0,0,0.0584,0.0275,2.3,0.896,0.626,0.374,0.0549
773,1.4342,2.2e-05,0,0,0.0577,0.0274,2.3,0.94,0.656,0.374,0.055
774,1.4341,1.63e-05,0,0,0.057,0.0273,2.3,0.983,0.685,0.375,0.055
775,1.4341,1.15e-05,0,0,0.0563,0.0272,2.3,1.03,0.715,0.375,0.055
776,1.4341,7.43e-06,0,0,0.0556,0.0271,2.3,1.07,0.744,0.375,0.0555
777,1.4341,4.23e-06,0,0,0.0549,0.027,2.3,1.11,0.774,0.376,0.056
778,1.434,1.9e-06,0,0,0.0542,0.0269,2.3,1.16,0.803,0.376,0.0565
779,1.434,4.8e-07,0,0,0.0535,0.0268,2.3,1.2,0.833,0.377,0.0569
780,1.434,1.05e-13,0,0,0.0528,0.0266,2.3,1.24,0.862,0.377,0.0574
781,1.434,0,0,0,0.0523,0.0265,2.3,1.24,0.859,0.378,0.0575
782,1.434,0,0,0,0.0517,0.0263,2.3,1.24,0.855,0.378,0.0577
783,1.434,0,0,0,0.0511,0.0262,2.3,1.24,0.852,0.379,0.0578
784,1.434,0,0,0,0.0505,0.0261,2.3,1.24,0.848,0.379,0.0579
785,1.434,0,0,0,0.0499,0.0259,2.3,1.23,0.845,0.38,0.058
786,1.434,0,0,0,0.0493,0.0256,2.3,1.23,0.842,0.38,0.0581
787,1.4341,0,0,0,0.0487,0.0252,2.3,1.23,0.838,0.381,0.0582
788,1.4341,0,0,0,0.0482,0.0251,2.3,1.23,0.835,0.381,0.0583
789,1.4342,0,0,0,0.0476,0.025,2.3,1.23,0.831,0.382,0.0584
790,1.4342,0,0,0,0.047,0.0247,2.3,1.22,0.828,0.382,0.0585
791,1.4342,0,0,0,0.0465,0.0245,2.3,1.22,0.825,0.383,0.0588
792,1.4342,0,0,0,0.0459,0.0241,2.3,1.22,0.821,0.383,0.0592
793,1.4343,0,0,0,0.0454,0.0239,2.3,1.22,0.818,0.383,0.0596
794,1.4343,0,0,0,0.0449,0.0237,2.3,1.21,0.814,0.384,0.0599
795,1.4343,0,0,0,0.0444,0.0236,2.3,1.21,0.811,0.384,0.0603
796,1.4343,0,0,0,0.0439,0.0234,2.3,1.21,0.808,0.384,0.0603
797,1.4344,0,0,0,0.0433,0.0232,2.3,1.21,0.804,0.385,0.0603
798,1.4344,0,0,0,0.0428,0.023,2.3,1.21,0.801,0.385,0.0603
799,1.4345,0,0,0,0.0423,0.0228,2.3,1.2,0.797,0.385,0.0603
800,1.4345,0,0,0,0.0418,0.0225,2.3,1.2,0.794,0.386,0.0603
801,1.4345,0,0,0,0.0413,0.0224,2.3,1.19,0.784,0.386,0.0606
802,1.4346,0,0,0,0.0408,0.0224,2.3,1.17,0.774,0.387,0.061
803,1.4346,0,0,0,0.0403,0.0222,2.3,1.16,0.764,0.387,0.0614
804,1.4347,0,0,0,0.0399,0.022,2.3,1.15,0.754,0.388,0.0617
805,1.4347,0,0,0,0.0394,0.022,2.3,1.13,0.744,0.388,0.0621
806,1.4347,0,0,0,0.0389,0.022,2.3,1.12,0.734,0.389,0.0622
807,1.4347,0,0,0,0.0384,0.022,2.3,1.11,0.724,0.389,0.0624
808,1.4347,0,0,0,0.0379,0.0218,2.3,1.09,0.714,0.39,0.0625
809,1.4347,0,0,0,0.0375,0.0219,2.3,1.08,0.704,0.39,0.0627
810,1.4347,0,0,0,0.037,0.0219,2.3,1.07,0.694,0.391,0.0628
811,1.4347,0,0,0,0.0366,0.0219,2.3,1.05,0.684,0.391,0.0628
812,1.4347,0,0,0,0.0362,0.022,2.3,1.04,0.673,0.392,0.0628
813,1.4347,0,0,0,0.0357,0.0221,2.3,1.03,0.663,0.392,0.0628
814,1.4347,0,0,0,0.0353,0.0222,2.3,1.01,0.653,0.393,0.0628
815,1.4347,0,0,0,0.0349,0.0223,2.3,1,0.643,0.393,0.0628
816,1.4347,0,0,0,0.0345,0.0225,2.3,0.987,0.633,0.394,0.063
817,1.4347,0,0,0,0.0341,0.0228,2.3,0.973,0.623,0.394,0.0632
818,1.4347,0,0,0,0.0337,0.023,2.3,0.96,0.613,0.395,0.0634
819,1.4347,0,0,0,0.0333,0.0231,2.3,0.946,0.603,0.396,0.0637
820,1.4347,0,0,0,0.0329,0.0233,2.3,0.933,0.593,0.396,0.0639
821,1.4347,0,0,0,0.0325,0.0239,2.3,0.942,0.597,0.397,0.0643
822,1.4347,0,0,0,0.0321,0.0245,2.3,0.95,0.601,0.397,0.0648
823,1.4347,0,0,0,0.0318,0.0248,2.3,0.959,0.606,0.398,0.0653
824,1.4347,0,0,0,0.0314,0.0252,2.3,0.967,0.61,0.398,0.0657
825,1.4347,0,0,0,0.031,0.0262,2.3,0.976,0.614,0.399,0.0662
826,1.4347,0,0,0,0.0307,0.0277,2.3,0.985,0.618,0.399,0.0664
827,1.4347,0,0,0,0.0303,0.0283,2.3,0.993,0.622,0.4,0.0667
828,1.4348,0,0,0,0.0299,0.0291,2.3,1,0.626,0.4,0.067
829,1.4348,0,0,0,0.0295,0.0311,2.3,1.01,0.63,0.4,0.0672
830,1.4348,0,0,0,0.0292,0.0321,2.3,1.02,0.635,0.401,0.0675
831,1.4348,0,0,0,0.0289,0.033,2.3,1.03,0.639,0.401,0.0675
832,1.4348,0,0,0,0.0285,0.0346,2.3,1.04,0.643,0.401,0.0675
833,1.4348,0,0,0,0.0282,0.0361,2.3,1.05,0.647,0.402,0.0675
834,1.4348,0,0,0,0.0279,0.0366,2.3,1.05,0.651,0.402,0.0675
835,1.4348,0,0,0,0.0275,0.037,2.3,1.06,0.655,0.402,0.0675
836,1.4348,0,0,0,0.0272,0.0379,2.3,1.07,0.659,0.402,0.0675
837,1.4348,0,0,0,0.0269,0.0383,2.3,1.08,0.664,0.403,0.0675
838,1.4348,0,0,0,0.0266,0.0385,2.3,1.09,0.668,0.403,0.0675
839,1.4348,0,0,0,0.0262,0.0391,2.3,1.1,0.672,0.403,0.0675
840,1.4348,0,0,0,0.0259,0.0395,2.3,1.11,0.676,0.403,0.0675
841,1.4348,0,0,0,0.0256,0.0397,2.3,1.11,0.675,0.404,0.0678
842,1.4348,0,0,0,0.0253,0.04,2.3,1.11,0.674,0.404,0.0681
843,1.4348,0,0,0,0.025,0.0404,2.3,1.11,0.674,0.405,0.0684
844,1.4348,0,0,0,0.0247,0.0406,2.3,1.11,0.673,0.405,0.0687
845,1.4348,0,0,0,0.0244,0.0408,2.3,1.11,0.672,0.406,0.069
846,1.4348,0,0,0,0.0241,0.0412,2.3,1.11,0.671,0.406,0.0694
847,1.4348,0,0,0,0.0238,0.0413,2.3,1.11,0.67,0.407,0.0698
848,1.4347,0,0,0,0.0235,0.0415,2.3,1.11,0.67,0.407,0.0702
849,1.4347,0,0,0,0.0232,0.042,2.3,1.11,0.669,0.408,0.0707
850,1.4347,0,0,0,0.0229,0.042,2.3,1.11,0.668,0.408,0.0711
851,1.4347,0,0,0,0.0226,0.0422,2.3,1.11,0.667,0.408,0.0711
852,1.4347,0,0,0,0.0224,0.0425,2.3,1.11,0.666,0.409,0.0711
853,1.4347,0,0,0,0.0221,0.0427,2.3,1.11,0.666,0.409,0.0711
854,1.4347,0,0,0,0.0219,0.0428,2.3,1.11,0.665,0.409,0.0711
855,1.4347,0,0,0,0.0216,0.0431,2.3,1.11,0.664,0.409,0.0711
856,1.4347,0,0,0,0.0213,0.0436,2.3,1.11,0.663,0.41,0.0711
857,1.4347,0,0,0,0.0211,0.0437,2.3,1.11,0.662,0.41,0.0711
858,1.4346,0,0,0,0.0208,0.0438,2.3,1.11,0.662,0.41,0.0711
859,1.4346,0,0,0,0.0206,0.0443,2.3,1.11,0.661,0.41,0.0711
860,1.4346,0,0,0,0.0203,0.0445,2.3,1.11,0.66,0.411,0.0711
861,1.4346,0,0,0,0.0201,0.0447,2.3,1.11,0.658,0.411,0.0711
862,1.4346,0,0,0,0.0198,0.0451,2.3,1.11,0.656,0.411,0.0712
863,1.4345,0,0,0,0.0196,0.0453,2.3,1.11,0.654,0.412,0.0713
864,1.4345,0,0,0,0.0194,0.0455,2.3,1.11,0.652,0.412,0.0713
865,1.4345,0,0,0,0.0192,0.0461,2.3,1.11,0.65,0.412,0.0714
866,1.4345,0,0,0,0.0189,0.0466,2.3,1.11,0.648,0.413,0.072
867,1.4345,0,0,0,0.0187,0.0469,2.3,1.11,0.646,0.413,0.0726
868,1.4345,0,0,0,0.0185,0.0471,2.3,1.11,0.644,0.414,0.0732
869,1.4345,0,0,0,0.0183,0.0471,2.3,1.11,0.642,0.415,0.0737
870,1.4345,0,0,0,0.018,0.0475,2.3,1.11,0.64,0.415,0.0743
871,1.4345,0,0,0,0.0178,0.0483,2.3,1.11,0.638,0.416,0.0743
872,1.4345,0,0,0,0.0176,0.0487,2.3,1.11,0.636,0.416,0.0743
873,1.4344,0,0,0,0.0174,0.0489,2.3,1.11,0.634,0.417,0.0743
874,1.4344,0,0,0,0.0172,0.0496,2.3,1.11,0.632,0.417,0.0743
875,1.4344,0,0,0,0.017,0.0501,2.3,1.11,0.63,0.418,0.0743
876,1.4344,0,0,0,0.0168,0.0505,2.3,1.11,0.628,0.418,0.0745
877,1.4343,0,0,0,0.0166,0.0512,2.3,1.11,0.626,0.418,0.0746
878,1.4343,0,0,0,0.0164,0.0515,2.3,1.11,0.624,0.419,0.0747
879,1.4342,0,0,0,0.0162,0.052,2.3,1.11,0.622,0.419,0.0749
880,1.4342,0,0,0,0.016,0.053,2.3,1.1,0.62,0.419,0.075
881,1.4342,0,0,0,0.0159,0.0535,2.3,1.09,0.609,0.42,0.0752
882,1.4342,0,0,0,0.0157,0.0539,2.3,1.07,0.599,0.42,0.0754
883,1.4341,0,0,0,0.0155,0.0547,2.3,1.05,0.588,0.42,0.0756
884,1.4341,0,0,0,0.0153,0.0553,2.3,1.04,0.578,0.421,0.0758
885,1.4341,0,0,0,0.0152,0.0557,2.3,1.02,0.567,0.421,0.076
886,1.4341,0,0,0,0.015,0.056,2.3,1,0.556,0.421,0.0761
887,1.4341,0,0,0,0.0148,0.0565,2.3,0.985,0.546,0.422,0.0763
888,1.434,0,0,0,0.0146,0.0575,2.3,0.968,0.535,0.422,0.0765
889,1.434,0,0,0,0.0145,0.0579,2.3,0.951,0.525,0.422,0.0767
890,1.434,0,0,0,0.0143,0.0583,2.3,0.934,0.514,0.423,0.0769
891,1.434,0,0,0,0.0141,0.0592,2.3,0.917,0.503,0.423,0.0772
892,1.4339,0,0,0,0.014,0.0598,2.3,0.9,0.493,0.423,0.0775
893,1.4339,0,0,0,0.0139,0.0601,2.3,0.883,0.482,0.424,0.0777
894,1.4338,0,0,0,0.0137,0.0604,2.3,0.866,0.472,0.424,0.078
895,1.4338,0,0,0,0.0136,0.0609,2.3,0.849,0.461,0.424,0.0783
896,1.4338,0,0,0,0.0134,0.0619,2.3,0.832,0.45,0.424,0.0785
897,1.4338,0,0,0,0.0133,0.0623,2.3,0.815,0.44,0.425,0.0787
898,1.4337,0,0,0,0.0131,0.0627,2.3,0.798,0.429,0.425,0.0789
899,1.4337,0,0,0,0.013,0.0636,2.3,0.781,0.419,0.425,0.0791
900,1.4337,0,0,0,0.0129,0.0641,2.3,0.764,0.408,0.425,0.0793
901,1.4337,0,0,0,0.0128,0.0646,2.3,0.776,0.413,0.426,0.0794
902,1.4336,0,0,0,0.0127,0.0656,2.3,0.788,0.418,0.426,0.0796
903,1.4336,0,0,0,0.0126,0.0664,2.3,0.799,0.423,0.426,0.0798
904,1.4335,0,0,0,0.0125,0.0667,2.3,0.811,0.428,0.426,0.0799
905,1.4335,0,0,0,0.0124,0.067,2.3,0.823,0.433,0.427,0.0801
906,1.4335,0,0,0,0.0123,0.0677,2.3,0.835,0.438,0.427,0.0801
907,1.4335,0,0,0,0.0122,0.069,2.3,0.847,0.443,0.427,0.0801
908,1.4334,0,0,0,0.0121,0.0699,2.3,0.858,0.448,0.428,0.0801
909,1.4334,0,0,0,0.012,0.0704,2.3,0.87,0.453,0.428,0.0801
910,1.4334,0,0,0,0.0119,0.0709,2.3,0.882,0.458,0.428,0.0801
911,1.4334,0,0,0,0.0118,0.0719,2.3,0.894,0.463,0.429,0.0802
912,1.4333,0,0,0,0.0117,0.0736,2.3,0.906,0.467,0.429,0.0804
913,1.4333,0,0,0,0.0116,0.0749,2.3,0.917,0.472,0.43,0.0806
914,1.4332,0,0,0,0.0115,0.0756,2.3,0.929,0.477,0.43,0.0807
915,1.4332,0,0,0,0.0114,0.0763,2.3,0.941,0.482,0.43,0.0809
916,1.4332,0,0,0,0.0113,0.0779,2.3,0.953,0.487,0.431,0.0812
917,1.4332,0,0,0,0.0112,0.0809,2.3,0.965,0.492,0.431,0.0815
918,1.4331,0,0,0,0.0111,0.0829,2.3,0.976,0.497,0.432,0.0818
919,1.4331,0,0,0,0.011,0.0841,2.3,0.988,0.502,0.432,0.0821
920,1.4331,0,0,0,0.0109,0.0853,2.3,1,0.507,0.432,0.0824
921,1.4331,0,0,0,0.0108,0.088,2.3,0.977,0.495,0.433,0.0827
922,1.433,0,0,0,0.0107,0.0927,2.3,0.954,0.483,0.433,0.083
923,1.433,0,0,0,0.0106,0.0958,2.3,0.931,0.47,0.434,0.0833
924,1.4329,0,0,0,0.0105,0.0982,2.3,0.908,0.458,0.434,0.0836
925,1.4329,0,0,0,0.0104,0.101,2.3,0.886,0.446,0.435,0.0839
926,1.4329,0,0,0,0.0103,0.104,2.3,0.863,0.434,0.435,0.084
927,1.4328,0,0,0,0.0102,0.107,2.3,0.84,0.422,0.436,0.0842
928,1.4328,0,0,0,0.0101,0.111,2.3,0.817,0.409,0.436,0.0843
929,1.4327,0,0,0,0.00998,0.119,2.3,0.794,0.397,0.436,0.0845
930,1.4327,0,0,0,0.00988,0.125,2.3,0.771,0.385,0.437,0.0846
931,1.4326,0,0,0,0.00979,0.128,2.3,0.748,0.373,0.437,0.085
932,1.4326,0,0,0,0.00969,0.133,2.3,0.725,0.361,0.437,0.0853
933,1.4325,0,0,0,0.0096,0.137,2.3,0.702,0.348,0.438,0.0856
934,1.4325,0,0,0,0.0095,0.141,2.3,0.679,0.336,0.438,0.0859
935,1.4324,0,0,0,0.0094,0.147,2.3,0.657,0.324,0.438,0.0862
936,1.4324,0,0,0,0.00931,0.156,2.3,0.634,0.312,0.438,0.0864
937,1.4323,0,0,0,0.00921,0.164,2.3,0.611,0.3,0.439,0.0865
938,1.4323,0,0,0,0.00912,0.169,2.3,0.588,0.287,0.439,0.0867
939,1.4322,0,0,0,0.00903,0.173,2.3,0.565,0.275,0.439,0.0869
940,1.4322,0,0,0,0.00893,0.182,2.3,0.542,0.263,0.439,0.087
941,1.4322,0,0,0,0.00884,0.196,2.3,0.541,0.262,0.44,0.0874
942,1.4321,0,0,0,0.00874,0.205,2.3,0.54,0.261,0.44,0.0877
943,1.4321,0,0,0,0.00865,0.211,2.3,0.54,0.26,0.44,0.088
944,1.432,0,0,0,0.00856,0.219,2.3,0.539,0.259,0.441,0.0884
945,1.432,0,0,0,0.00846,0.229,2.3,0.538,0.258,0.441,0.0887
946,1.432,0,0,0,0.00837,0.239,2.3,0.537,0.257,0.441,0.0888
947,1.4319,0,0,0,0.00828,0.247,2.3,0.536,0.256,0.442,0.0889
948,1.4319,0,0,0,0.00819,0.254,2.3,0.535,0.255,0.442,0.089
949,1.4318,0,0,0,0.0081,0.27,2.3,0.534,0.255,0.442,0.0891
950,1.4318,0,0,0,0.008,0.298,2.3,0.534,0.254,0.442,0.0893
951,1.4318,0,0,0,0.00791,0.315,2.3,0.533,0.253,0.443,0.0895
952,1.4317,0,0,0,0.00782,0.327,2.3,0.532,0.252,0.443,0.0897
953,1.4317,0,0,0,0.00773,0.344,2.3,0.531,0.251,0.443,0.0899
954,1.4316,0,0,0,0.00764,0.362,2.3,0.53,0.25,0.444,0.0901
955,1.4316,0,0,0,0.00755,0.379,2.3,0.529,0.249,0.444,0.0904
956,1.4316,0,0,0,0.00746,0.393,2.3,0.528,0.248,0.444,0.0906
957,1.4315,0,0,0,0.00737,0.407,2.3,0.528,0.247,0.444,0.0908
958,1.4315,0,0,0,0.00728,0.418,2.3,0.527,0.246,0.444,0.091
959,1.4314,0,0,0,0.0072,0.427,2.3,0.526,0.245,0.444,0.0913
960,1.4314,0,0,0,0.00711,0.439,2.3,0.525,0.244,0.444,0.0915
961,1.4313,0,0,0,0.00702,0.454,2.3,0.536,0.248,0.444,0.0919
962,1.4313,0,0,0,0.00693,0.461,2.3,0.547,0.253,0.444,0.0923
963,1.4312,0,0,0,0.00684,0.463,2.3,0.559,0.257,0.445,0.0927
964,1.4312,0,0,0,0.00676,0.466,2.3,0.57,0.262,0.445,0.093
965,1.4311,0,0,0,0.00667,0.47,2.3,0.581,0.266,0.445,0.0934
966,1.431,0,0,0,0.00659,0.473,2.3,0.592,0.27,0.445,0.0936
967,1.431,0,0,0,0.0065,0.476,2.3,0.603,0.275,0.445,0.0937
968,1.4309,0,0,0,0.00641,0.477,2.3,0.615,0.279,0.446,0.0938
969,1.4309,0,0,0,0.00633,0.479,2.3,0.626,0.284,0.446,0.094
970,1.4308,0,0,0,0.00624,0.48,2.3,0.637,0.288,0.446,0.0941
971,1.4307,0,0,0,0.00616,0.481,2.3,0.648,0.292,0.447,0.0944
972,1.4307,0,0,0,0.00608,0.483,2.3,0.659,0.297,0.447,0.0946
973,1.4306,0,0,0,0.00599,0.484,2.3,0.671,0.301,0.447,0.0949
974,1.4306,0,0,0,0.00591,0.486,2.3,0.682,0.306,0.447,0.0951
975,1.4305,0,0,0,0.00583,0.487,2.3,0.693,0.31,0.448,0.0953
976,1.4304,0,0,0,0.00575,0.487,2.3,0.704,0.314,0.448,0.0954
977,1.4304,0,0,0,0.00566,0.486,2.3,0.715,0.319,0.448,0.0955
978,1.4303,0,0,0,0.00558,0.486,2.3,0.727,0.323,0.449,0.0955
979,1.4303,0,0,0,0.0055,0.484,2.3,0.738,0.328,0.449,0.0956
980,1.4302,0,0,0,0.00542,0.482,2.3,0.749,0.332,0.449,0.0956
981,1.4301,0,0,0,0.00534,0.48,2.3,0.756,0.334,0.449,0.0957
982,1.43,0,0,0,0.00526,0.479,2.3,0.764,0.337,0.45,0.0958
983,1.43,0,0,0,0.00518,0.476,2.3,0.771,0.339,0.45,0.0958
984,1.4299,0,0,0,0.0051,0.474,2.3,0.779,0.342,0.45,0.0959
985,1.4298,0,0,0,0.00502,0.471,2.3,0.786,0.344,0.45,0.0959
